gmap_id,user_id,rating,text,id_date,state,__index_level_0__,name,description,latitude,longitude,description_cat
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.08041E+20,5,,622,FL,479955,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.167E+20,5,Very Good food,727,FL,479423,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.00155E+20,4,,175,FL,479995,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.09833E+20,5,"Phenomenal food, atmosphere, and service.",1227,FL,478843,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.07965E+20,5,A Piece of Heaven!,526,FL,479292,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.05072E+20,5,,789,FL,479805,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.12126E+20,5,Amazing food. Very friendly servers.,169,FL,479459,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.14026E+20,5,Bascom's has great food!,65,FL,479547,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.06426E+20,4,,193,FL,479919,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.10382E+20,5,Great food and great staff. What else could you ask for in fine dining?,509,FL,479263,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.16764E+20,5,Excellent,371,FL,479554,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.09257E+20,4,Great food and fast enough for a business lunch.,479,FL,479284,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.15259E+20,5,"My husband took me and his parents for a celebratory dinner. Fabulous food, great wine and a knowledgeable, fun server. Will definitely be back again.",49,FL,479165,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.11545E+20,5,"OUTSTANDING. Our waiter Craig H. was above and beyond. Three appetizers, salads, Wagyu steak, filet mignon and yellowfin tuna served right away great timing perfect temperatures and cooked to perfection. We were celebrating a birthday and really enjoyed the creme brulee and bananas foster. Thank you thank you thank you we will be back",494,FL,479243,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.09471E+20,5,Excellent service and food,340,FL,479438,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.0716E+20,5,,669,FL,480031,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.05788E+20,5,My favorite...good food and reasonable prices.,1188,FL,478800,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.00792E+20,5,The service is the best in Cleawater!,1027,FL,478930,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.1125E+20,5,"The food is so good, great choices, and the wait staff is amazing",563,FL,479160,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.01399E+20,5,One of the best steaks in Tampa,658,FL,479345,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.11943E+20,4,,1096,FL,479849,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.08385E+20,5,,275,FL,480057,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.00428E+20,5,Great food and service,72,FL,479479,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.06621E+20,3,Meeh...service is slow if you want to just get in and out..but if you want to chit chat and mingle over drinks.  Food is good but use to be amazing.,344,FL,479316,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.00268E+20,3,Iv'e heard alot of great feedback on eating there. It was a Nice atmosphere and the staff was very friendly.  Only issue my meal experience wasn't as expected !,403,FL,479125,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.01679E+20,5,"Excellent place for lunch. Why go to a fast food or chain restaurant when for just a few dollars more you can enjoy a steak, or great burger or salad on a white table cloth. Very enjoyable and quiet enough for a lunch meeting.",162,FL,479037,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.15408E+20,5,,912,FL,479972,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.02987E+20,5,The best!,620,FL,479513,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.07021E+20,5,Great food great service,1139,FL,478899,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.03857E+20,5,,1107,FL,479990,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.1557E+20,5,Can never go wrong with the surf and turf here.,457,FL,479259,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.04441E+20,5,,642,FL,479610,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.13123E+20,5,,506,FL,479651,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.11565E+20,5,,447,FL,479840,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.18254E+20,5,Amazing,872,FL,479498,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.15792E+20,5,,520,FL,479974,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.05108E+20,5,"Amazing food, even better service. Highly recommend! Can't wait to go back.",1217,FL,478735,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.00951E+20,5,The food is amazing. The meat is so tender and tasty.,329,FL,479326,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.13962E+20,5,,1160,FL,479856,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.05628E+20,5,,585,FL,479707,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.00143E+20,5,,263,FL,479806,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.14045E+20,5,The lobster bisque was so good it should be under the desserts!,431,FL,479278,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.12343E+20,5,,504,FL,480074,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.07448E+20,5,"Clean, Quiet and Family Atmosphere!!!
Brad was a great server!!!",258,FL,479457,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.12191E+20,5,Loved iy we'll be back,624,FL,479240,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.03126E+20,5,,370,FL,479693,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.04677E+20,5,,542,FL,479866,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.15744E+20,5,A little pricey but worth it for the service,1164,FL,478849,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.10525E+20,5,,89,FL,480054,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.10977E+20,5,,944,FL,479634,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.02293E+20,3,,111,FL,479781,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.04215E+20,5,Love to come here,530,FL,479464,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.00184E+20,5,"The food is sumptuous, they are their own beef,  everything made in house!  The ambiance is relaxed, sophistication.  BUT it's the wait staff that makes the experience stellar.  Our waiter (pictured here) was super attentive yet casual, friendly but not overly so as so put one off--a lot like baby bear's bed: just right!",649,FL,478782,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.11697E+20,5,Best anniversary dinner ever,670,FL,479320,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.14158E+20,5,Wonderful anniversary dinner and their lobster bisque is to die for,98,FL,479426,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.08872E+20,5,,1080,FL,479923,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.04649E+20,4,"service was good. food was good, but expensive for the value",527,FL,479370,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.01581E+20,5,Great food and great waiter!,895,FL,479100,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.13401E+20,4,First time and it was great. Thought it was just a steakhouse but it is so much more...high end prices so be prepared to pay but you get what you pay for. Will definitely visit again.,169,FL,479159,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.06857E+20,5,,763,FL,479691,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.17434E+20,1,"I was there for a seminar. The lunch was a buffet. Everyone there was asking what each item was, except for the salad & spaghetti. The other pasta dish didn't taste like it was done. I understand al dente, this was not even that. This is my second time there & let me say, I am glad I didn't spend my money either time.",1192,FL,478739,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.08184E+20,5,,348,FL,479775,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.07292E+20,5,"Thank you Kris for your awesome service.  We arrived around 4pm . Bar seating and table tops only available at this time , which was fine with us . We know for future visits to come after 5pm when dining room opens to be able to see the rest of this establishment.

Everything looked so great , wasn't sure what to order.
We started with the Fried lobster tail😍
This is a must try.
Both salads were great . I ordered the wagyu strip and it was not what I expected it to be , I mentioned it to the Kris , he along with management did not hesitate to make it right . I ordered the ribeye along with brocolini and it was  really good. Then came dessert 😁
Creme Brule and a key lime pie.

Thank you guys for your amazing service and the way you handled everything to make our visit as welcoming as possible. We will definitely be back.",1166,FL,478779,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.14969E+20,3,Not a very fancy restaurant for the prices they charge. Don't bother dressing up. They'll serve you.,477,FL,479176,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.1402E+20,4,"Seriously good food, friendly and efficient service, and reasonable prices for a fine steakhouse. Steaks and chops are the stars, of course, but the sides, the soups, and the desserts are also topnotch. I loved the black bean soup.",346,FL,479028,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.13661E+20,5,Best dinner out that I have had in a long time will definitely be back  killer prime rib !!!,934,FL,478872,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.01206E+20,5,It was outstanding!,1208,FL,478900,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.0397E+20,5,One of the best steak houses in the Tampa Bay area,542,FL,479247,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.09346E+20,5,Excellent food and service,392,FL,479424,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.12938E+20,5,,882,FL,479848,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.05864E+20,5,,1156,FL,479867,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.14896E+20,5,Great food and atmosphere,681,FL,479245,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.16122E+20,5,Always have five star service and five star food it's my favorite place anywhere around the ambiance espectacular the food is over the top,395,FL,479266,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.12475E+20,5,,28,FL,479827,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88c2e5a27b4803d7:0x1067beb12ec060f,1.07695E+20,5,,403,FL,479833,Bascom's Chop House,"Luxe pick for aged Angus beef with a choice of sauces & toppings, plus seafood & a vast wine list.",27.8946067,-82.6838249,Bar
0x88d1b6ec7e87d8ef:0xe6a0fda36cc1a3d,1.09207E+20,4,Went for lunch but they were out of crab claws and oysters.  Everything else was good tho. Not a big drinker but the drink menu was limited.,1023,FL,457403,Hog's Breath Saloon,Popular pub providing bar food on a covered outdoor patio plus live music & dancing.,24.5595277,-81.8060758,Bar
0x88d1b6ec7e87d8ef:0xe6a0fda36cc1a3d,1.0337E+20,5,Had a great time here,646,FL,457831,Hog's Breath Saloon,Popular pub providing bar food on a covered outdoor patio plus live music & dancing.,24.5595277,-81.8060758,Bar
0x88d1b6ec7e87d8ef:0xe6a0fda36cc1a3d,1.02409E+20,5,,604,FL,458463,Hog's Breath Saloon,Popular pub providing bar food on a covered outdoor patio plus live music & dancing.,24.5595277,-81.8060758,Bar
0x88d1b6ec7e87d8ef:0xe6a0fda36cc1a3d,1.10325E+20,5,,137,FL,458284,Hog's Breath Saloon,Popular pub providing bar food on a covered outdoor patio plus live music & dancing.,24.5595277,-81.8060758,Bar
